method,image_idx,n_out
advanced,10520,37
advanced,10521,23
advanced,10522,34
advanced,10523,25
advanced,10524,24
advanced,10525,41
advanced,10526,24
advanced,10527,26
advanced,10528,32
advanced,10529,71
advanced,10530,36
advanced,10531,41
advanced,10532,8
advanced,10533,35
advanced,10534,45
advanced,10535,19
advanced,10536,29
advanced,10537,22
advanced,10538,28
advanced,10539,34
advanced,10540,22
advanced,10541,35
advanced,10542,14
advanced,10543,31
advanced,10544,18
advanced,10545,21
advanced,10546,40
advanced,10547,36
advanced,10548,14
advanced,10549,32
advanced,10550,41
advanced,10551,13
advanced,10552,11
advanced,10553,59
advanced,10554,59
advanced,10555,31
advanced,10556,22
advanced,10557,40
advanced,10558,21
advanced,10559,25
advanced,10560,39
advanced,10561,38
advanced,10562,50
advanced,10563,29
advanced,10564,27
advanced,10565,26
advanced,10566,40
advanced,10567,40
advanced,10568,47
advanced,10569,33
advanced,10570,27
advanced,10571,25
advanced,10572,46
advanced,10573,52
advanced,10574,37
advanced,10575,38
advanced,10576,24
advanced,10577,21
advanced,10578,36
advanced,10579,40
advanced,10580,41
advanced,10581,29
advanced,10582,27
advanced,10583,106
advanced,10584,36
advanced,10585,27
advanced,10586,38
advanced,10587,21
advanced,10588,50
advanced,10589,32
advanced,10590,23
advanced,10591,34
advanced,10592,33
advanced,10593,24
advanced,10594,36
advanced,10595,20
advanced,10596,16
advanced,10597,45
advanced,10598,31
advanced,10599,41
advanced,10600,43
advanced,10601,38
advanced,10602,35
advanced,10603,20
advanced,10604,32
advanced,10605,20
advanced,10606,17
advanced,10607,35
advanced,10608,49
advanced,10609,40
advanced,10610,19
advanced,10611,36
advanced,10612,46
advanced,10613,35
advanced,10614,31
advanced,10615,16
advanced,10616,34
advanced,10617,47
advanced,10618,30
advanced,10619,23
advanced,10620,23
advanced,10621,24
advanced,10622,10
advanced,10623,38
advanced,10624,40
advanced,10625,42
advanced,10626,29
advanced,10627,28
advanced,10628,24
advanced,10629,45
advanced,10630,31
advanced,10631,38
advanced,10632,28
advanced,10633,33
advanced,10634,29
advanced,10635,40
advanced,10636,37
advanced,10637,43
advanced,10638,29
advanced,10639,22
advanced,10640,21
advanced,10641,23
advanced,10642,45
advanced,10643,25
advanced,10644,36
advanced,10645,41
advanced,10646,39
advanced,10647,28
advanced,10648,10
advanced,10649,42
advanced,10650,82
advanced,10651,43
advanced,10652,30
advanced,10653,16
advanced,10654,34
advanced,10655,28
advanced,10656,40
advanced,10657,29
advanced,10658,48
advanced,10659,56
advanced,10660,57
advanced,10661,80
advanced,10662,40
advanced,10663,29
advanced,10664,23
advanced,10665,28
advanced,10666,27
advanced,10667,24
advanced,10668,19
advanced,10669,36
advanced,10670,21
advanced,10671,44
advanced,10672,18
advanced,10673,60
advanced,10674,46
advanced,10675,29
advanced,10676,39
advanced,10677,34
advanced,10678,41
advanced,10679,22
advanced,10680,25
advanced,10681,33
advanced,10682,30
advanced,10683,38
advanced,10684,30
advanced,10685,57
advanced,10686,17
advanced,10687,42
advanced,10688,51
advanced,10689,66
advanced,10690,28
advanced,10691,37
advanced,10692,37
advanced,10693,29
advanced,10694,30
advanced,10695,48
advanced,10696,17
advanced,10697,40
advanced,10698,43
advanced,10699,13
advanced,10700,29
advanced,10701,33
advanced,10702,18
advanced,10703,29
advanced,10704,50
advanced,10705,41
advanced,10706,24
advanced,10707,34
advanced,10708,30
advanced,10709,38
advanced,10710,23
advanced,10711,37
advanced,10712,18
advanced,10713,18
advanced,10714,30
advanced,10715,44
advanced,10716,34
advanced,10717,30
advanced,10718,30
advanced,10719,25
advanced,10720,47
advanced,10721,32
advanced,10722,14
advanced,10723,28
advanced,10724,31
advanced,10725,29
advanced,10726,23
advanced,10727,31
advanced,10728,33
advanced,10729,30
advanced,10730,39
advanced,10731,30
advanced,10732,53
advanced,10733,19
advanced,10734,53
advanced,10735,18
advanced,10736,37
advanced,10737,69
advanced,10738,52
advanced,10739,27
advanced,10740,30
advanced,10741,54
advanced,10742,11
advanced,10743,21
advanced,10744,34
advanced,10745,25
advanced,10746,37
advanced,10747,38
advanced,10748,47
advanced,10749,31
advanced,10750,18
advanced,10751,25
advanced,10752,28
advanced,10753,26
advanced,10754,68
advanced,10755,26
advanced,10756,46
advanced,10757,37
advanced,10758,27
advanced,10759,36
advanced,10760,39
advanced,10761,25
advanced,10762,35
advanced,10763,35
advanced,10764,36
advanced,10765,23
advanced,10766,17
advanced,10767,18
advanced,10768,36
advanced,10769,31
advanced,10770,31
advanced,10771,32
advanced,10772,19
advanced,10773,38
advanced,10774,64
advanced,10775,37
advanced,10776,34
advanced,10777,29
advanced,10778,18
advanced,10779,32
advanced,10780,58
advanced,10781,36
advanced,10782,18
advanced,10783,76
advanced,10784,43
advanced,10785,28
advanced,10786,33
advanced,10787,38
advanced,10788,25
advanced,10789,53
advanced,10790,44
advanced,10791,32
advanced,10792,25
advanced,10793,51
advanced,10794,33
advanced,10795,27
advanced,10796,50
advanced,10797,12
advanced,10798,40
advanced,10799,36
advanced,10800,37
advanced,10801,21
advanced,10802,31
advanced,10803,30
advanced,10804,44
advanced,10805,29
advanced,10806,24
advanced,10807,29
advanced,10808,30
advanced,10809,74
advanced,10810,49
advanced,10811,18
advanced,10812,7
advanced,10813,39
advanced,10814,36
advanced,10815,58
advanced,10816,36
advanced,10817,32
advanced,10818,24
advanced,10819,65
advanced,10820,18
advanced,10821,54
advanced,10822,54
advanced,10823,33
advanced,10824,36
advanced,10825,28
advanced,10826,45
advanced,10827,28
advanced,10828,29
advanced,10829,34
advanced,10830,33
advanced,10831,44
advanced,10832,28
advanced,10833,51
advanced,10834,53
advanced,10835,38
advanced,10836,30
advanced,10837,28
advanced,10838,31
advanced,10839,35
advanced,10840,66
advanced,10841,22
advanced,10842,17
advanced,10843,46
advanced,10844,23
advanced,10845,44
advanced,10846,33
advanced,10847,33
advanced,10848,34
advanced,10849,28
advanced,10850,22
advanced,10851,70
advanced,10852,41
advanced,10853,49
advanced,10854,20
advanced,10855,20
advanced,10856,30
advanced,10857,35
advanced,10858,41
advanced,10859,28
advanced,10860,30
advanced,10861,34
advanced,10862,35
advanced,10863,47
advanced,10864,39
advanced,10865,39
advanced,10866,33
advanced,10867,57
advanced,10868,21
advanced,10869,61
advanced,10870,17
advanced,10871,32
advanced,10872,37
advanced,10873,18
advanced,10874,41
advanced,10875,44
advanced,10876,10
advanced,10877,48
advanced,10878,62
advanced,10879,31
advanced,10880,15
advanced,10881,40
advanced,10882,54
advanced,10883,24
advanced,10884,31
advanced,10885,61
advanced,10886,34
advanced,10887,26
advanced,10888,75
advanced,10889,35
advanced,10890,35
advanced,10891,54
advanced,10892,28
advanced,10893,35
advanced,10894,37
advanced,10895,21
advanced,10896,57
advanced,10897,22
advanced,10898,36
advanced,10899,27
advanced,10900,8
advanced,10901,48
advanced,10902,42
advanced,10903,35
advanced,10904,39
advanced,10905,23
advanced,10906,26
advanced,10907,25
advanced,10908,37
advanced,10909,27
advanced,10910,23
advanced,10911,60
advanced,10912,67
advanced,10913,44
advanced,10914,23
advanced,10915,46
advanced,10916,22
advanced,10917,44
advanced,10918,38
advanced,10919,38
advanced,10920,75
advanced,10921,33
advanced,10922,13
advanced,10923,53
advanced,10924,36
advanced,10925,45
advanced,10926,17
advanced,10927,16
advanced,10928,59
advanced,10929,40
advanced,10930,28
advanced,10931,11
advanced,10932,23
advanced,10933,47
advanced,10934,25
advanced,10935,35
advanced,10936,22
advanced,10937,33
advanced,10938,27
advanced,10939,25
advanced,10940,32
advanced,10941,42
advanced,10942,27
advanced,10943,31
advanced,10944,26
advanced,10945,40
advanced,10946,65
advanced,10947,38
advanced,10948,43
advanced,10949,44
advanced,10950,22
advanced,10951,39
advanced,10952,40
advanced,10953,44
advanced,10954,45
advanced,10955,30
advanced,10956,33
advanced,10957,20
advanced,10958,56
advanced,10959,36
advanced,10960,44
advanced,10961,57
advanced,10962,57
advanced,10963,25
advanced,10964,17
advanced,10965,17
advanced,10966,60
advanced,10967,71
advanced,10968,27
advanced,10969,58
advanced,10970,27
advanced,10971,42
advanced,10972,13
advanced,10973,20
advanced,10974,44
advanced,10975,52
advanced,10976,43
advanced,10977,37
advanced,10978,22
advanced,10979,47
advanced,10980,31
advanced,10981,43
advanced,10982,31
advanced,10983,34
advanced,10984,38
advanced,10985,30
advanced,10986,28
advanced,10987,28
advanced,10988,29
advanced,10989,24
advanced,10990,45
advanced,10991,56
advanced,10992,44
advanced,10993,40
advanced,10994,34
advanced,10995,36
advanced,10996,60
advanced,10997,41
advanced,10998,47
advanced,10999,20
advanced,11000,40
advanced,11001,17
advanced,11002,19
advanced,11003,38
advanced,11004,48
advanced,11005,39
advanced,11006,23
advanced,11007,36
advanced,11008,46
advanced,11009,40
advanced,11010,61
advanced,11011,32
advanced,11012,8
advanced,11013,49
advanced,11014,38
advanced,11015,41
advanced,11016,24
advanced,11017,42
advanced,11018,52
advanced,11019,24
advanced,11020,30
advanced,11021,62
advanced,11022,28
advanced,11023,43
advanced,11024,33
advanced,11025,42
advanced,11026,25
advanced,11027,27
advanced,11028,43
advanced,11029,34
advanced,11030,37
advanced,11031,33
advanced,11032,54
advanced,11033,43
advanced,11034,35
advanced,11035,38
advanced,11036,21
advanced,11037,39
advanced,11038,22
advanced,11039,45
advanced,11040,26
advanced,11041,28
advanced,11042,23
advanced,11043,30
advanced,11044,28
advanced,11045,30
advanced,11046,37
advanced,11047,46
advanced,11048,35
advanced,11049,25
advanced,11050,45
advanced,11051,45
advanced,11052,34
advanced,11053,39
advanced,11054,37
advanced,11055,31
advanced,11056,22
advanced,11057,31
advanced,11058,29
advanced,11059,32
advanced,11060,45
advanced,11061,53
advanced,11062,45
advanced,11063,23
advanced,11064,25
advanced,11065,8
advanced,11066,13
advanced,11067,36
advanced,11068,27
advanced,11069,39
advanced,11070,28
advanced,11071,50
advanced,11072,62
advanced,11073,20
advanced,11074,36
advanced,11075,60
advanced,11076,28
advanced,11077,29
advanced,11078,49
advanced,11079,21
advanced,11080,15
advanced,11081,54
advanced,11082,68
advanced,11083,37
advanced,11084,26
advanced,11085,39
advanced,11086,49
advanced,11087,51
advanced,11088,27
advanced,11089,24
advanced,11090,30
advanced,11091,44
advanced,11092,13
advanced,11093,19
advanced,11094,52
advanced,11095,28
advanced,11096,54
advanced,11097,36
advanced,11098,32
advanced,11099,35
advanced,11100,48
advanced,11101,35
advanced,11102,36
advanced,11103,27
advanced,11104,21
advanced,11105,23
advanced,11106,50
advanced,11107,41
advanced,11108,26
advanced,11109,51
advanced,11110,50
advanced,11111,33
advanced,11112,39
advanced,11113,41
advanced,11114,25
advanced,11115,14
advanced,11116,26
advanced,11117,40
advanced,11118,33
advanced,11119,28
advanced,11120,28
advanced,11121,41
advanced,11122,23
advanced,11123,45
advanced,11124,33
advanced,11125,16
advanced,11126,19
advanced,11127,38
advanced,11128,36
advanced,11129,28
advanced,11130,41
advanced,11131,43
advanced,11132,43
advanced,11133,49
advanced,11134,26
advanced,11135,23
advanced,11136,31
advanced,11137,23
advanced,11138,45
advanced,11139,71
advanced,11140,26
advanced,11141,25
advanced,11142,17
advanced,11143,11
advanced,11144,12
advanced,11145,78
advanced,11146,25
advanced,11147,47
advanced,11148,36
advanced,11149,13
advanced,11150,26
advanced,11151,17
advanced,11152,44
advanced,11153,32
advanced,11154,35
advanced,11155,32
advanced,11156,37
advanced,11157,31
advanced,11158,43
advanced,11159,43
advanced,11160,31
advanced,11161,74
advanced,11162,45
advanced,11163,37
advanced,11164,34
advanced,11165,25
advanced,11166,41
advanced,11167,60
advanced,11168,23
advanced,11169,27
advanced,11170,9
advanced,11171,43
advanced,11172,26
advanced,11173,23
advanced,11174,57
advanced,11175,76
advanced,11176,65
advanced,11177,46
advanced,11178,23
advanced,11179,35
advanced,11180,71
advanced,11181,35
advanced,11182,34
advanced,11183,44
advanced,11184,20
advanced,11185,41
advanced,11186,42
advanced,11187,32
advanced,11188,36
advanced,11189,19
advanced,11190,34
advanced,11191,53
advanced,11192,53
advanced,11193,40
advanced,11194,29
advanced,11195,26
advanced,11196,81
advanced,11197,30
advanced,11198,45
advanced,11199,48
advanced,11200,36
advanced,11201,30
advanced,11202,31
advanced,11203,27
advanced,11204,44
advanced,11205,26
advanced,11206,47
advanced,11207,31
advanced,11208,32
advanced,11209,38
advanced,11210,40
advanced,11211,27
advanced,11212,39
advanced,11213,24
advanced,11214,50
advanced,11215,28
advanced,11216,25
advanced,11217,30
advanced,11218,27
advanced,11219,40
advanced,11220,25
advanced,11221,25
advanced,11222,32
advanced,11223,29
advanced,11224,41
advanced,11225,24
advanced,11226,6
advanced,11227,30
advanced,11228,36
advanced,11229,28
advanced,11230,20
advanced,11231,34
advanced,11232,21
advanced,11233,54
advanced,11234,34
advanced,11235,19
advanced,11236,18
advanced,11237,23
advanced,11238,35
advanced,11239,32
advanced,11240,46
advanced,11241,28
advanced,11242,50
advanced,11243,24
advanced,11244,25
advanced,11245,19
advanced,11246,28
advanced,11247,52
advanced,11248,12
advanced,11249,37
advanced,11250,41
advanced,11251,38
advanced,11252,39
advanced,11253,42
advanced,11254,42
advanced,11255,74
advanced,11256,73
advanced,11257,20
advanced,11258,47
advanced,11259,35
advanced,11260,18
advanced,11261,56
advanced,11262,33
advanced,11263,20
advanced,11264,32
advanced,11265,57
advanced,11266,26
advanced,11267,19
advanced,11268,33
advanced,11269,31
advanced,11270,38
advanced,11271,39
advanced,11272,30
advanced,11273,40
advanced,11274,24
advanced,11275,36
advanced,11276,29
advanced,11277,25
advanced,11278,38
advanced,11279,53
advanced,11280,28
advanced,11281,36
advanced,11282,30
advanced,11283,29
advanced,11284,23
advanced,11285,39
advanced,11286,49
advanced,11287,24
advanced,11288,40
advanced,11289,86
advanced,11290,17
advanced,11291,25
advanced,11292,23
advanced,11293,20
advanced,11294,30
advanced,11295,14
advanced,11296,18
advanced,11297,80
advanced,11298,26
advanced,11299,32
advanced,11300,20
advanced,11301,23
advanced,11302,12
advanced,11303,41
advanced,11304,37
advanced,11305,54
advanced,11306,47
advanced,11307,30
advanced,11308,37
advanced,11309,26
advanced,11310,47
advanced,11311,63
advanced,11312,50
advanced,11313,30
advanced,11314,34
advanced,11315,26
advanced,11316,27
advanced,11317,26
advanced,11318,52
advanced,11319,27
advanced,11320,41
advanced,11321,29
advanced,11322,54
advanced,11323,41
advanced,11324,36
advanced,11325,39
advanced,11326,31
advanced,11327,43
advanced,11328,35
advanced,11329,18
advanced,11330,36
advanced,11331,36
advanced,11332,44
advanced,11333,63
advanced,11334,35
advanced,11335,41
advanced,11336,65
advanced,11337,28
advanced,11338,31
advanced,11339,34
advanced,11340,42
advanced,11341,30
advanced,11342,38
advanced,11343,58
advanced,11344,44
advanced,11345,45
advanced,11346,36
advanced,11347,26
advanced,11348,44
advanced,11349,42
advanced,11350,55
advanced,11351,29
advanced,11352,16
advanced,11353,16
advanced,11354,30
advanced,11355,23
advanced,11356,40
advanced,11357,29
advanced,11358,56
advanced,11359,28
advanced,11360,44
advanced,11361,53
advanced,11362,22
advanced,11363,31
advanced,11364,24
advanced,11365,35
advanced,11366,24
advanced,11367,23
advanced,11368,45
advanced,11369,33
advanced,11370,24
advanced,11371,25
advanced,11372,44
advanced,11373,52
advanced,11374,34
advanced,11375,27
advanced,11376,49
advanced,11377,27
advanced,11378,53
advanced,11379,29
advanced,11380,69
advanced,11381,19
advanced,11382,35
advanced,11383,29
advanced,11384,13
advanced,11385,25
advanced,11386,27
advanced,11387,32
advanced,11388,18
advanced,11389,18
advanced,11390,30
advanced,11391,29
advanced,11392,41
advanced,11393,60
advanced,11394,40
advanced,11395,23
advanced,11396,28
advanced,11397,18
advanced,11398,22
advanced,11399,22
advanced,11400,32
advanced,11401,19
advanced,11402,17
advanced,11403,21
advanced,11404,33
advanced,11405,12
advanced,11406,31
advanced,11407,60
advanced,11408,33
advanced,11409,15
advanced,11410,52
advanced,11411,50
advanced,11412,27
advanced,11413,27
advanced,11414,36
advanced,11415,36
advanced,11416,26
advanced,11417,37
advanced,11418,36
advanced,11419,20
advanced,11420,51
advanced,11421,22
advanced,11422,23
advanced,11423,19
advanced,11424,16
advanced,11425,23
advanced,11426,16
advanced,11427,17
advanced,11428,16
advanced,11429,22
advanced,11430,29
advanced,11431,26
advanced,11432,43
advanced,11433,33
advanced,11434,32
advanced,11435,31
advanced,11436,20
advanced,11437,62
advanced,11438,32
advanced,11439,45
advanced,11440,34
advanced,11441,51
advanced,11442,48
advanced,11443,36
advanced,11444,22
advanced,11445,43
advanced,11446,21
advanced,11447,35
advanced,11448,21
advanced,11449,32
advanced,11450,60
advanced,11451,19
advanced,11452,11
advanced,11453,27
advanced,11454,23
advanced,11455,57
advanced,11456,47
advanced,11457,38
advanced,11458,32
advanced,11459,25
advanced,11460,55
advanced,11461,48
advanced,11462,13
advanced,11463,34
advanced,11464,31
advanced,11465,22
advanced,11466,27
advanced,11467,45
advanced,11468,33
advanced,11469,36
advanced,11470,29
advanced,11471,44
advanced,11472,35
advanced,11473,37
advanced,11474,26
advanced,11475,34
advanced,11476,42
advanced,11477,35
advanced,11478,27
advanced,11479,47
advanced,11480,22
advanced,11481,27
advanced,11482,34
advanced,11483,34
advanced,11484,26
advanced,11485,15
advanced,11486,10
advanced,11487,52
advanced,11488,21
advanced,11489,35
advanced,11490,21
advanced,11491,37
advanced,11492,14
advanced,11493,58
advanced,11494,41
advanced,11495,50
advanced,11496,39
advanced,11497,52
advanced,11498,20
advanced,11499,43
advanced,11500,26
advanced,11501,51
advanced,11502,35
advanced,11503,29
advanced,11504,49
advanced,11505,36
advanced,11506,21
advanced,11507,32
advanced,11508,23
advanced,11509,70
advanced,11510,34
advanced,11511,39
advanced,11512,51
advanced,11513,27
advanced,11514,26
advanced,11515,48
advanced,11516,51
advanced,11517,29
advanced,11518,36
advanced,11519,15
advanced,11520,22
advanced,11521,30
advanced,11522,48
advanced,11523,35
advanced,11524,34
advanced,11525,23
advanced,11526,48
advanced,11527,55
advanced,11528,22
advanced,11529,68
advanced,11530,46
advanced,11531,40
advanced,11532,52
advanced,11533,25
advanced,11534,27
advanced,11535,30
advanced,11536,35
advanced,11537,25
advanced,11538,56
advanced,11539,27
advanced,11540,35
advanced,11541,13
advanced,11542,37
advanced,11543,42
advanced,11544,45
advanced,11545,33
advanced,11546,52
advanced,11547,29
advanced,11548,44
advanced,11549,29
advanced,11550,37
advanced,11551,21
advanced,11552,31
advanced,11553,32
advanced,11554,31
advanced,11555,38
advanced,11556,69
advanced,11557,29
advanced,11558,37
advanced,11559,40
advanced,11560,23
advanced,11561,25
advanced,11562,22
advanced,11563,22
advanced,11564,20
advanced,11565,35
advanced,11566,53
advanced,11567,39
advanced,11568,17
advanced,11569,37
advanced,11570,31
advanced,11571,67
advanced,11572,32
advanced,11573,24
advanced,11574,20
advanced,11575,35
advanced,11576,34
advanced,11577,30
advanced,11578,41
advanced,11579,26
advanced,11580,37
advanced,11581,29
advanced,11582,18
advanced,11583,59
advanced,11584,35
advanced,11585,42
advanced,11586,58
advanced,11587,32
advanced,11588,41
advanced,11589,39
advanced,11590,39
advanced,11591,49
advanced,11592,25
advanced,11593,22
advanced,11594,16
advanced,11595,39
advanced,11596,33
advanced,11597,24
advanced,11598,64
advanced,11599,33
advanced,11600,49
advanced,11601,29
advanced,11602,38
advanced,11603,61
advanced,11604,23
advanced,11605,34
advanced,11606,38
advanced,11607,54
advanced,11608,47
advanced,11609,25
advanced,11610,36
advanced,11611,25
advanced,11612,21
advanced,11613,62
advanced,11614,13
advanced,11615,51
advanced,11616,49
advanced,11617,26
advanced,11618,33
advanced,11619,42
advanced,11620,19
advanced,11621,52
advanced,11622,52
advanced,11623,38
advanced,11624,23
advanced,11625,36
advanced,11626,37
advanced,11627,28
advanced,11628,33
advanced,11629,27
advanced,11630,27
advanced,11631,31
advanced,11632,62
advanced,11633,70
advanced,11634,56
advanced,11635,19
advanced,11636,40
advanced,11637,30
advanced,11638,52
advanced,11639,64
advanced,11640,19
advanced,11641,68
advanced,11642,43
advanced,11643,26
advanced,11644,20
advanced,11645,42
advanced,11646,76
advanced,11647,50
advanced,11648,55
advanced,11649,41
advanced,11650,47
advanced,11651,25
advanced,11652,36
advanced,11653,20
advanced,11654,27
advanced,11655,69
advanced,11656,53
advanced,11657,46
advanced,11658,26
advanced,11659,18
advanced,11660,48
advanced,11661,42
advanced,11662,41
advanced,11663,28
advanced,11664,27
advanced,11665,24
advanced,11666,28
advanced,11667,36
advanced,11668,31
advanced,11669,34
advanced,11670,50
advanced,11671,49
advanced,11672,25
advanced,11673,15
advanced,11674,16
advanced,11675,22
advanced,11676,54
advanced,11677,78
advanced,11678,34
advanced,11679,36
advanced,11680,41
advanced,11681,51
advanced,11682,29
advanced,11683,55
advanced,11684,62
advanced,11685,60
advanced,11686,18
advanced,11687,37
advanced,11688,35
advanced,11689,49
advanced,11690,30
advanced,11691,41
advanced,11692,24
advanced,11693,40
advanced,11694,45
advanced,11695,32
advanced,11696,33
advanced,11697,43
advanced,11698,45
advanced,11699,27
advanced,11700,44
advanced,11701,41
advanced,11702,29
advanced,11703,37
advanced,11704,36
advanced,11705,25
advanced,11706,19
advanced,11707,57
advanced,11708,37
advanced,11709,24
advanced,11710,27
advanced,11711,9
advanced,11712,29
advanced,11713,34
advanced,11714,30
advanced,11715,24
advanced,11716,50
advanced,11717,50
advanced,11718,24
advanced,11719,31
advanced,11720,30
advanced,11721,22
advanced,11722,41
advanced,11723,46
advanced,11724,90
advanced,11725,35
advanced,11726,19
advanced,11727,45
advanced,11728,67
advanced,11729,61
advanced,11730,73
advanced,11731,42
advanced,11732,22
advanced,11733,64
advanced,11734,37
advanced,11735,32
advanced,11736,17
advanced,11737,53
advanced,11738,22
advanced,11739,48
advanced,11740,70
advanced,11741,22
advanced,11742,52
advanced,11743,51
advanced,11744,30
advanced,11745,36
advanced,11746,17
advanced,11747,18
advanced,11748,28
advanced,11749,29
advanced,11750,27
advanced,11751,21
advanced,11752,12
advanced,11753,62
advanced,11754,58
advanced,11755,17
advanced,11756,28
advanced,11757,32
advanced,11758,53
advanced,11759,38
advanced,11760,39
advanced,11761,31
advanced,11762,22
advanced,11763,24
advanced,11764,46
advanced,11765,45
advanced,11766,26
advanced,11767,45
advanced,11768,24
advanced,11769,35
advanced,11770,30
advanced,11771,37
advanced,11772,37
advanced,11773,36
advanced,11774,27
advanced,11775,22
advanced,11776,15
advanced,11777,19
advanced,11778,17
advanced,11779,35
advanced,11780,43
advanced,11781,58
advanced,11782,39
advanced,11783,26
advanced,11784,13
advanced,11785,14
advanced,11786,34
advanced,11787,47
advanced,11788,16
advanced,11789,49
advanced,11790,36
advanced,11791,23
advanced,11792,26
advanced,11793,19
advanced,11794,19
advanced,11795,19
advanced,11796,29
advanced,11797,27
advanced,11798,57
advanced,11799,46
advanced,11800,18
advanced,11801,39
advanced,11802,25
advanced,11803,45
advanced,11804,67
advanced,11805,40
advanced,11806,30
advanced,11807,27
advanced,11808,56
advanced,11809,22
advanced,11810,26
advanced,11811,16
advanced,11812,48
advanced,11813,71
advanced,11814,38
advanced,11815,37
advanced,11816,38
advanced,11817,79
advanced,11818,30
advanced,11819,32
advanced,11820,53
advanced,11821,20
advanced,11822,28
advanced,11823,46
advanced,11824,34
advanced,11825,34
advanced,11826,8
advanced,11827,23
advanced,11828,11
advanced,11829,25
advanced,11830,55
advanced,11831,31
advanced,11832,27
advanced,11833,50
advanced,11834,28
advanced,11835,18
advanced,11836,41
advanced,11837,39
advanced,11838,31
advanced,11839,34
advanced,11840,48
advanced,11841,35
advanced,11842,24
advanced,11843,22
advanced,11844,17
advanced,11845,50
advanced,11846,43
advanced,11847,41
advanced,11848,12
advanced,11849,13
advanced,11850,39
advanced,11851,16
advanced,11852,55
advanced,11853,36
advanced,11854,34
advanced,11855,40
advanced,11856,43
advanced,11857,47
advanced,11858,43
advanced,11859,33
advanced,11860,34
advanced,11861,34
advanced,11862,31
advanced,11863,36
advanced,11864,27
advanced,11865,26
advanced,11866,48
advanced,11867,74
advanced,11868,41
advanced,11869,30
advanced,11870,31
advanced,11871,33
advanced,11872,10
advanced,11873,27
advanced,11874,47
advanced,11875,49
advanced,11876,23
advanced,11877,43
advanced,11878,74
advanced,11879,61
advanced,11880,26
advanced,11881,55
advanced,11882,25
advanced,11883,35
advanced,11884,32
advanced,11885,43
advanced,11886,52
advanced,11887,59
advanced,11888,32
advanced,11889,22
advanced,11890,31
advanced,11891,23
advanced,11892,41
advanced,11893,36
advanced,11894,22
advanced,11895,46
advanced,11896,22
advanced,11897,53
advanced,11898,31
advanced,11899,25
advanced,11900,66
advanced,11901,21
advanced,11902,26
advanced,11903,42
advanced,11904,23
advanced,11905,50
advanced,11906,36
advanced,11907,53
advanced,11908,61
advanced,11909,36
advanced,11910,34
advanced,11911,32
advanced,11912,45
advanced,11913,45
advanced,11914,28
advanced,11915,37
advanced,11916,44
advanced,11917,44
advanced,11918,48
advanced,11919,43
advanced,11920,47
advanced,11921,32
advanced,11922,26
advanced,11923,34
advanced,11924,39
advanced,11925,53
advanced,11926,44
advanced,11927,27
advanced,11928,37
advanced,11929,30
advanced,11930,34
advanced,11931,42
advanced,11932,32
advanced,11933,34
advanced,11934,43
advanced,11935,20
advanced,11936,45
advanced,11937,39
advanced,11938,76
advanced,11939,33
advanced,11940,25
advanced,11941,14
advanced,11942,47
advanced,11943,19
advanced,11944,43
advanced,11945,14
advanced,11946,26
advanced,11947,38
advanced,11948,45
advanced,11949,40
advanced,11950,41
advanced,11951,41
advanced,11952,32
advanced,11953,36
advanced,11954,34
advanced,11955,31
advanced,11956,29
advanced,11957,68
advanced,11958,32
advanced,11959,26
advanced,11960,47
advanced,11961,41
advanced,11962,49
advanced,11963,65
advanced,11964,26
advanced,11965,34
advanced,11966,52
advanced,11967,37
advanced,11968,31
advanced,11969,30
advanced,11970,57
advanced,11971,19
advanced,11972,11
advanced,11973,17
advanced,11974,31
advanced,11975,21
advanced,11976,37
advanced,11977,24
advanced,11978,16
advanced,11979,43
advanced,11980,40
advanced,11981,91
advanced,11982,18
advanced,11983,39
advanced,11984,51
advanced,11985,37
advanced,11986,35
advanced,11987,29
advanced,11988,49
advanced,11989,28
advanced,11990,36
advanced,11991,53
advanced,11992,45
advanced,11993,25
advanced,11994,24
advanced,11995,56
advanced,11996,29
advanced,11997,46
advanced,11998,45
advanced,11999,22
advanced,12000,19
advanced,12001,35
advanced,12002,31
advanced,12003,52
advanced,12004,34
advanced,12005,17
advanced,12006,19
advanced,12007,35
advanced,12008,21
advanced,12009,27
advanced,12010,60
advanced,12011,69
advanced,12012,79
advanced,12013,55
advanced,12014,42
advanced,12015,65
advanced,12016,26
advanced,12017,29
advanced,12018,49
advanced,12019,46
advanced,12020,22
advanced,12021,21
advanced,12022,28
advanced,12023,17
advanced,12024,31
advanced,12025,29
advanced,12026,38
advanced,12027,63
advanced,12028,35
advanced,12029,21
advanced,12030,28
advanced,12031,30
advanced,12032,26
advanced,12033,39
advanced,12034,30
advanced,12035,36
advanced,12036,29
advanced,12037,12
advanced,12038,48
advanced,12039,40
advanced,12040,21
advanced,12041,22
advanced,12042,52
advanced,12043,17
advanced,12044,48
advanced,12045,35
advanced,12046,44
advanced,12047,22
advanced,12048,22
advanced,12049,51
advanced,12050,27
advanced,12051,38
advanced,12052,65
advanced,12053,37
advanced,12054,63
advanced,12055,41
advanced,12056,71
advanced,12057,45
advanced,12058,53
advanced,12059,70
advanced,12060,22
advanced,12061,33
advanced,12062,24
advanced,12063,35
advanced,12064,32
advanced,12065,55
advanced,12066,34
advanced,12067,40
advanced,12068,30
advanced,12069,16
advanced,12070,31
advanced,12071,45
advanced,12072,91
advanced,12073,32
